market,symbol,korean_name,english_name,sector,price_krw,change_24h_pct,trade_value_24h_krw,rsi14,obv20_norm,obv_divergence,adx14,plus_di,minus_di,ma20,ma60,ma120,trend,market_warning,candle_days
KRW-ZKP,ZKP,지케이패스,zkPass,기타/신규·세부검토,63.9,1.42857143,395749170.2766915,44.63299258473368,-0.25947541344548625,없음,16.02985088398072,16.03162311240761,15.577471816024483,65.455,71.86999999999999,90.7125,약한 하락,NONE,200
KRW-DOT,DOT,폴카닷,Polkadot,스마트컨트랙트 L1,1148.0,2.40856378,388242077.4250582,44.15719854020966,-0.3552348343260261,없음,19.846889280267465,20.758494193506518,28.631486472514432,1153.1,1268.4166666666667,1536.35,약한 하락,NONE,200
KRW-G,G,그래비티,Gravity,기타/신규·세부검토,5.13,1.58415842,384163515.9421394,54.99971513555594,0.24019829061409184,없음,50.61129789148339,25.076598170083116,8.865857699787593,4.924,4.845833333333333,5.0577499999999995,강한 상승,NONE,200
KRW-AZTEC,AZTEC,아즈텍,Aztec,기타/신규·세부검토,18.8,-1.05263158,380338036.1034004,38.05906226771646,-0.04518334416989746,없음,21.124651308407703,21.015898475781896,18.758970471721653,20.035,21.086666666666666,26.259999999999998,약한 하락,NONE,172
KRW-FIL,FIL,파일코인,Filecoin,인프라/오라클/데이터,986.0,0.10152284,380179072.34179986,39.56385791053583,-0.32671274469142564,없음,36.0038958684732,9.588563393459602,24.66458797643788,1024.05,1110.25,1260.8333333333333,강한 하락,NONE,200
KRW-MANTRA,MANTRA,만트라,MANTRA,기타/신규·세부검토,7.86,-1.7500000000000002,368279836.153593,40.60882015114493,0.16988926396891746,강세 다이버전스,30.398561453426574,28.395539016791314,12.631432868100783,8.246,9.7185,11.987583333333333,강한 추세·혼조,NONE,200
KRW-AGLD,AGLD,어드벤처골드,Adventure Gold,기타/신규·세부검토,229.0,-0.8658008700000001,365028818.0116552,54.22582709515593,0.1023082481913361,없음,18.324694123746102,23.09327774218857,10.397954238608335,216.8,236.08333333333334,298.2583333333333,중립/횡보,NONE,200
KRW-MET2,MET2,메테오라,Meteora,기타/신규·세부검토,224.0,-1.75438596,360730469.9710552,45.5731781970211,-0.11635428362919288,없음,14.948453560674684,15.644957173464396,14.893844315737523,238.05,229.56666666666666,222.65833333333333,중립/횡보,NONE,200
KRW-SOMI,SOMI,솜니아,Somnia,기타/신규·세부검토,127.0,-0.78125,359726764.3876769,41.32916092545229,0.07397434734839312,강세 다이버전스,20.62792459530447,26.535742671298273,16.791725411915557,129.05,147.6,195.425,약한 하락,NONE,200
KRW-OPG,OPG,오픈그라디언트,OpenGradient,기타/신규·세부검토,132.0,-2.22222222,357110779.9103633,35.24301771777918,0.01361922282881063,강세 다이버전스,10.815946250245139,17.818436016816467,19.847489713941414,138.45,,,중립/횡보,NONE,35
KRW-O,O,오원익스체인지,o1.exchange,기타/신규·세부검토,651.0,-1.95783133,353936931.4431798,31.809490562594718,,,,,,,,,중립/횡보,NONE,19
KRW-YGG,YGG,일드길드게임즈,Yield Guild Games,기타/신규·세부검토,28.2,0,351849797.95198184,51.71524742828843,0.4835890912409983,없음,16.912305899906737,35.319238802892684,16.191821696714445,26.314999999999998,31.808333333333334,44.19916666666666,중립/횡보,NONE,200
KRW-BARD,BARD,롬바드,Lombard,기타/신규·세부검토,158.0,0.63694268,348707362.76369566,38.27214472366218,0.22493948990138155,강세 다이버전스,10.626622874237798,18.670487885093866,20.54175784419975,166.45,194.06666666666666,282.14166666666665,약한 하락,NONE,200
KRW-FLOCK,FLOCK,플록,FLock.io,기타/신규·세부검토,41.9,1.94647202,347987940.30052924,42.22510919687056,-0.09113781957728721,없음,14.931435653933294,18.689532245209392,19.935125040269263,42.025,49.14,69.41916666666665,약한 하락,NONE,200
KRW-AI,AI,젠신,Gensyn,기타/신규·세부검토,30.7,0.32679738999999997,344102623.29853,29.307536514000176,0.2745711246835926,강세 다이버전스,8.826492630183221,16.09986487268583,20.133215257214303,33.019999999999996,,,중립/횡보,NONE,42
KRW-ZK,ZK,지케이싱크,ZKsync,L2/확장성,11.3,0.8928571399999999,332648897.07481825,32.40470866555019,-0.1114890229933046,없음,27.43960576648379,16.438216181843305,22.352995404370056,12.02,14.610000000000001,18.665000000000003,강한 하락,NONE,200
KRW-ANIME,ANIME,애니메코인,Animecoin,기타/신규·세부검토,3.63,-0.27472527,320279239.47303903,45.87628900921301,0.24037046207157528,강세 다이버전스,16.082365501681206,25.470027585404832,18.816628398348644,3.617,3.9883333333333337,5.2266666666666675,중립/횡보,NONE,200
KRW-ALT,ALT,알트레이어,Altlayer,기타/신규·세부검토,8.75,2.69953052,319187441.66431034,52.6516419858677,-0.18311188786825314,없음,18.079413468108296,30.378636188350814,12.889997174645043,8.4895,9.110000000000001,9.942666666666666,중립/횡보,NONE,200
KRW-ZRO,ZRO,레이어제로,LayerZero,인프라/오라클/데이터,1217.0,3.0482641800000003,317433019.0731789,54.26972710770212,0.2972586097137156,없음,13.100757141407625,25.970630212938993,16.26331237512842,1153.3,1274.7166666666667,1661.2583333333334,중립/횡보,NONE,200
KRW-JUP,JUP,주피터,Jupiter,DeFi/DEX,259.0,1.56862745,303007033.21116316,38.03984949868806,-0.35510655396746993,없음,21.460529474606812,12.773860420971923,21.957696518915988,270.5,299.28333333333336,290.85,약한 하락,NONE,200
KRW-ZORA,ZORA,조라,Zora,기타/신규·세부검토,7.43,-0.40214477,297950171.75266576,22.153062910783206,-0.2944959128768242,없음,8.953271701974662,23.86519863629838,19.35619297357938,8.251000000000001,10.049833333333334,13.95825,약한 하락,NONE,200
KRW-APT,APT,앱토스,Aptos,스마트컨트랙트 L1,836.0,1.0882708600000002,297914687.8458646,44.588189252460694,-0.23211913726091485,없음,29.48696981666637,15.91895827144281,21.226138531712078,843.6,905.1166666666667,1144.025,강한 하락,NONE,200
KRW-SIGN,SIGN,사인,Sign,기타/신규·세부검토,9.71,0.83073728,293567937.86820656,27.528479694418266,-0.36066115583352576,없음,28.705340782544955,17.75248003601178,24.856872912588795,10.488,12.196,17.223833333333335,강한 하락,NONE,200
KRW-B3,B3,비쓰리,B3,기타/신규·세부검토,0.627,-0.79113924,292356821.20874953,29.942713013183962,-0.5697497236962146,없음,17.3759316906303,21.88552507308575,18.38063639424068,0.67935,0.773,,약한 하락,NONE,96
KRW-CFX,CFX,콘플럭스,Conflux,기타/신규·세부검토,59.4,2.94627383,282875886.63203704,,,,,,,,,,중립/횡보,NONE,11
KRW-IN,IN,인피닛,Infinit,기타/신규·세부검토,47.0,0.64239829,281181730.0585847,31.337851615135335,0.03037421381551818,강세 다이버전스,21.87327113194112,18.544758056648497,26.447454156096054,50.935,82.14,95.41000000000001,약한 하락,NONE,200
KRW-A,A,볼타,Vaulta,기타/신규·세부검토,91.0,0.11001100000000001,280681201.92582506,42.31482858712202,-0.3011470763722251,없음,16.72100269986957,13.798865188873426,18.668118036375514,91.39500000000001,99.68666666666667,110.845,약한 하락,NONE,200
KRW-SPK,SPK,스파크,Spark,기타/신규·세부검토,20.7,0.97560976,268478818.7577525,25.407103947606174,-0.49417047784901924,없음,22.163804319238356,11.448037622231801,27.669473104995976,22.794999999999998,25.381666666666668,,약한 하락,NONE,110
KRW-ETHFI,ETHFI,이더파이,Ether.fi,DeFi/DEX,549.0,2.23463687,253442695.1349362,45.22687640608278,-0.026113889350040387,없음,15.364095484201679,18.719564045437338,19.59271591924887,577.05,570.15,583.9416666666667,중립/횡보,NONE,145
KRW-LAYER,LAYER,솔레이어,Solayer,기타/신규·세부검토,85.1,0.59101655,251988700.72023335,37.44665766455163,0.26601388236627305,강세 다이버전스,10.441859700616831,18.133171827488823,20.904765233250068,88.745,96.34833333333333,112.13833333333334,약한 하락,NONE,200
KRW-ZKC,ZKC,바운드리스,Boundless,기타/신규·세부검토,55.6,-0.8912656,249381186.19845617,42.90303314767761,0.12801513370767212,강세 다이버전스,15.937775533245658,26.14284937506539,16.228570281310507,56.455,64.63166666666667,83.53,약한 하락,NONE,200
KRW-TOKAMAK,TOKAMAK,토카막네트워크,Tokamak Network,기타/신규·세부검토,431.0,-1.8223234599999998,245737849.77689666,19.916256669682937,-0.4287352933988335,없음,21.809138552076544,15.722413803327305,29.659390209874786,478.05,521.2,627.5416666666666,약한 하락,NONE,200
KRW-PROS,PROS,파로스,Pharos,기타/신규·세부검토,562.0,-2.26086957,220032116.46985808,43.80233444491783,0.5124674397526356,없음,18.606309759491488,24.400387903656892,15.291824069771296,582.6,648.9333333333333,,약한 하락,NONE,95
KRW-ZIL,ZIL,질리카,Zilliqa,기타/신규·세부검토,3.09,-0.9615384600000001,213763227.0039506,27.546075197146763,0.14029714026068946,강세 다이버전스,25.443102297729236,26.07619447967595,12.070668368611983,3.2815,4.112666666666667,4.957333333333334,강한 추세·혼조,NONE,200
KRW-PENDLE,PENDLE,펜들,Pendle,DeFi/DEX,1920.0,0.36591741,212229371.07029065,37.42739049463807,-0.2947367329602395,없음,12.902090329806754,16.618302002548276,18.727877464573343,2063.5,2116.35,2211.4333333333334,약한 하락,NONE,200
KRW-TRUST,TRUST,인튜이션,Intuition,기타/신규·세부검토,73.9,0.13550136,209663071.14652047,51.539810144963,0.6021391365327212,없음,35.699897745955624,28.739890227241535,10.382566563374816,72.76,74.96000000000001,86.7075,강한 추세·혼조,NONE,200
KRW-MEW,MEW,캣인어독스월드,cat in a dogs world,밈,0.481,0.41753653,209226971.16771543,42.839279959709565,-0.16675292945803277,없음,11.388166390822008,22.757568219411127,22.500773961292765,0.48789999999999994,0.5305000000000001,0.6745083333333334,약한 하락,NONE,200
KRW-GEOD,GEOD,지오드넷,GEODNET,기타/신규·세부검토,250.0,-1.18577075,208708159.960218,23.83419689119171,,,,,,,,,중립/횡보,NONE,15
KRW-CELO,CELO,셀로,Celo,기타/신규·세부검토,91.5,3.2731377,204348421.87782606,47.37601320415307,-0.4635371692868859,없음,20.299891860586023,21.302473894434307,17.556270937558303,92.155,96.50333333333333,109.18666666666667,약한 하락,NONE,200
KRW-GAS,GAS,가스,GAS,스마트컨트랙트 L1,1328.0,0.6823351,202233056.48909166,35.91412732870404,-0.32106216900090145,없음,22.18124699366894,15.350586230033647,22.94532624446049,1377.75,1529.95,1913.325,약한 하락,NONE,200
KRW-TRAC,TRAC,오리진트레일,OriginTrail,인프라/오라클/데이터,389.0,-1.7676767699999998,192779408.00132093,43.84822419905069,-0.021162374038013274,없음,47.67149721980227,28.74702768391454,10.661679618474192,400.5,432.45,,강한 추세·혼조,NONE,85
KRW-NXPC,NXPC,넥스페이스,Nexpace,기타/신규·세부검토,320.0,-2.14067278,192673099.46609062,28.56094997225965,-0.11751745339786608,없음,35.61917412205723,11.268978885857727,31.745709691216906,355.25,400.1,448.5833333333333,강한 하락,NONE,200
KRW-KAVA,KAVA,카바,Kava,기타/신규·세부검토,57.8,-0.6872852199999999,191189303.1212492,31.96462843422161,-0.6703008422104051,없음,30.775571862097298,14.89907218137311,24.240050721477623,61.245000000000005,65.50666666666667,75.26333333333334,강한 하락,NONE,200
KRW-ONT,ONT,온톨로지,Ontology,기타/신규·세부검토,53.6,-1.10701107,186464834.62917072,31.839535891396466,-0.15131237658523844,없음,26.152665745647365,16.764092123697722,26.867069730395933,56.010000000000005,63.666666666666664,78.77250000000001,강한 하락,NONE,200
KRW-IO,IO,아이오넷,io.net,인프라/오라클/데이터,176.0,-1.67597765,181984993.44765234,35.064355477651645,0.1891858990240522,강세 다이버전스,38.600888703630005,13.501362197993279,25.988006470750403,191.95,234.46666666666667,,강한 하락,NONE,74
KRW-ARKM,ARKM,아캄,Arkham,기타/신규·세부검토,140.0,2.94117647,178465394.52507022,41.45250394397082,-0.08635467984799096,없음,17.316234536033964,18.108145816524832,19.976880043519657,142.2,165.36666666666667,177.175,약한 하락,NONE,200
KRW-EDGE,EDGE,디피니티브,Definitive,기타/신규·세부검토,86.7,0.11547344000000001,173983090.8760463,38.99050514633525,0.5377661792304488,강세 다이버전스,39.5650160293819,23.81503200563163,13.630594982026853,91.44500000000001,100.25666666666666,123.01333333333334,강한 추세·혼조,NONE,160
KRW-T,T,쓰레스홀드,Threshold,기타/신규·세부검토,5.05,-1.1741682999999998,171012741.7273221,46.45913569407455,-0.19054730915218226,없음,27.53126355307948,25.977280713312457,14.015165920745346,5.0275,5.424666666666667,6.806,강한 추세·혼조,NONE,200
KRW-TOSHI,TOSHI,토시,Toshi,기타/신규·세부검토,0.148,0,169819361.0664073,40.56314260667273,0.18185317518696756,강세 다이버전스,36.98339361098038,28.692519936388674,14.07581244297962,0.15089999999999998,0.16791666666666666,0.20863333333333334,강한 추세·혼조,NONE,200
KRW-TREE,TREE,트리하우스,Treehouse,기타/신규·세부검토,52.3,1.75097276,169808816.02299556,45.11105224559956,-0.27563736046083204,없음,12.912298178904374,21.21461049374261,15.071797121953312,52.395,60.37166666666667,77.7175,약한 하락,NONE,200
KRW-W,W,웜홀,Wormhole,기타/신규·세부검토,12.1,2.54237288,168446301.44963747,43.21413714779045,-0.2087849581795072,없음,30.265836721280188,9.784110444619012,19.17136438634944,12.25,13.923333333333334,16.299166666666668,강한 하락,NONE,200
KRW-BLUR,BLUR,블러,Blur,기타/신규·세부검토,19.6,1.5544041499999999,166033464.92913845,38.204031412812334,0.35889044424485006,강세 다이버전스,15.747235378030016,21.35828177242041,17.283557536135795,20.45,23.205,29.644166666666667,약한 하락,NONE,200
KRW-STRAX,STRAX,저트라,Xertra,기타/신규·세부검토,12.1,0,159712243.97527504,32.883130062705845,-0.5664006806550533,없음,25.634391564582987,20.003792015229443,15.06982859498889,12.620000000000001,14.083333333333334,16.354166666666668,강한 추세·혼조,NONE,200
KRW-BTT,BTT,비트토렌트,BitTorrent,기타/신규·세부검토,0.000372,0.5405405400000001,159319824.0108949,35.44005535993372,-0.38373119624412116,없음,21.994691419014156,14.934831105558791,20.155630440999417,0.00037935,0.0003941666666666667,0.0004309083333333333,약한 하락,NONE,200
KRW-ATOM,ATOM,코스모스,Cosmos,스마트컨트랙트 L1,1952.0,0.9829280899999999,157103978.22138137,42.38546384455317,-0.436760793373584,없음,39.44399356746446,19.696553857366265,27.65655660038409,1929.85,2296.1833333333334,2580.3,강한 하락,NONE,200
KRW-CTC,CTC,크레딧코인,Creditcoin,결제/거래소/금융,98.6,0.81799591,155898628.4330046,34.91301513486373,-0.20757750799229166,없음,19.48743360705339,18.27925871643853,23.33008201579031,104.095,120.74833333333332,162.69083333333336,약한 하락,NONE,200
KRW-OP,OP,옵티미즘,Optimism,L2/확장성,128.0,3.2258064500000003,154773323.5127515,44.39367173023086,-0.10003229762044497,없음,27.449749563264753,14.616364181171557,19.720702086809485,128.05,145.03333333333333,165.68333333333334,강한 하락,NONE,200
KRW-GRT,GRT,더그래프,The Graph,인프라/오라클/데이터,20.5,0.49019608,152482322.44326437,25.775723443194323,-0.6064920330055003,없음,54.216893277691106,5.336390800697215,23.77210176389814,21.65,25.56833333333333,31.276666666666664,강한 하락,NONE,200
KRW-SNT,SNT,스테이터스네트워크토큰,Status Network Token,기타/신규·세부검토,7.67,-0.13020833,151506469.4627262,18.097012828990728,0.04942449597063126,강세 다이버전스,18.862575539654355,17.112302626157593,31.450621890224202,8.939499999999999,10.288166666666665,12.237416666666666,약한 하락,NONE,200
KRW-ONG,ONG,온톨로지가스,ONG,기타/신규·세부검토,60.3,-0.49504950000000003,150487791.0954757,37.46137724280221,0.10001833169275276,강세 다이버전스,13.752666395795645,23.631941770305968,21.13004132570043,61.935,67.705,84.8275,약한 하락,NONE,200
KRW-DRV,DRV,디라이브,Derive,기타/신규·세부검토,134.0,-1.47058824,150456680.87062004,24.502508150373274,0.3421306212218069,강세 다이버전스,,,,150.1,,,중립/횡보,NONE,28
KRW-ZETA,ZETA,제타체인,ZetaChain,기타/신규·세부검토,41.8,1.21065375,150084390.2844789,35.08330301173926,-0.07517657632703256,없음,34.00173467709679,14.023310398616717,22.58469038074702,43.160000000000004,50.37,63.669999999999995,강한 하락,NONE,200
KRW-POKT,POKT,포켓네트워크,Pocket Network,기타/신규·세부검토,9.72,-1.7189079900000002,149292769.51270685,33.16446576970064,0.006785790452421579,강세 다이버전스,27.473202843595768,23.65354348239011,15.42380489141747,10.2355,11.436833333333334,14.007583333333335,강한 추세·혼조,NONE,200
KRW-ICP,ICP,인터넷컴퓨터,Internet Computer,스마트컨트랙트 L1,3123.0,2.42702525,147579648.2027963,52.08779357549771,-0.14049835366600957,없음,21.919647794732803,19.829414790359824,18.270814608123562,3044.2,3251.6666666666665,3580.608333333333,중립/횡보,NONE,153
KRW-SOPH,SOPH,소폰,Sophon,기타/신규·세부검토,5.6,-0.88495575,147170440.4031852,32.933914987090134,-0.7206191279204683,없음,25.592425078445736,15.53184685118583,24.74586953483756,5.869,6.959666666666666,9.433,강한 하락,NONE,200
KRW-WET,WET,휴미디파이,HumidiFi,기타/신규·세부검토,95.7,-0.51975052,146151822.45057517,48.083218514632975,0.48619125546297887,강세 다이버전스,22.905533440872254,21.50943035893422,11.467369951044379,96.3,95.51333333333334,112.92916666666666,중립/횡보,NONE,200
KRW-HIVE,HIVE,하이브,Hive,기타/신규·세부검토,58.6,0.17094017,140415574.33935243,25.939816868677795,-0.7382512366750975,없음,31.212174879731574,15.36752086338663,28.58174823482277,62.21,70.32166666666667,79.92666666666668,강한 하락,NONE,200
KRW-GMT,GMT,스테픈,Stepn,기타/신규·세부검토,9.72,0.8298755200000001,134106640.86530893,42.795660657026175,0.08911376575519364,강세 다이버전스,17.000560412569058,21.779076579922165,19.38461828208156,9.7295,10.9965,13.51575,약한 하락,NONE,200
KRW-ORCA,ORCA,오르카,Orca,기타/신규·세부검토,1507.0,1.7555705599999998,133511863.29006901,34.18138443878682,-0.13761902389079803,없음,21.74944679264984,20.78465399899338,24.192353186779354,1613.4,1730.0666666666666,1849.8083333333334,약한 하락,NONE,200
KRW-2Z,2Z,더블제로,DoubleZero,기타/신규·세부검토,77.5,-0.38560411,133118323.68180753,26.593626891528515,-0.5685875001919855,없음,29.91959131844547,12.555768227733042,21.45913409498074,82.34,96.14833333333333,113.99916666666667,강한 하락,NONE,200
KRW-RVN,RVN,레이븐코인,Ravencoin,비트코인/PoW,5.03,0.8016032100000001,132560914.9211507,37.2161946525408,-0.47362158257929593,없음,23.081214842001476,14.446538729307687,22.22370402758373,5.175,5.694999999999999,6.9535,약한 하락,NONE,200
KRW-AWE,AWE,에이더블유이,AWE Network,기타/신규·세부검토,82.3,0.36585366,130014444.11060543,49.26800235921551,-0.2361211902994846,없음,8.938691694531995,19.784244850914668,20.88528720303468,81.44,84.93,82.5425,중립/횡보,NONE,200
KRW-CKB,CKB,너보스,Nervos Network,스마트컨트랙트 L1,1.21,0,129778581.1153205,41.553572318708206,-0.17468692999952695,없음,14.685427990713505,21.78762416123753,17.04705111543969,1.2195,1.3788333333333334,1.7504166666666667,약한 하락,NONE,200
KRW-IOTA,IOTA,아이오타,IOTA,스마트컨트랙트 L1,48.7,-1.0162601599999999,129029421.66393165,43.17984803724369,-0.24559719065316432,없음,15.096651792012752,22.819072473646926,20.360621753255927,48.510000000000005,56.093333333333334,69.76416666666667,중립/횡보,NONE,200
KRW-TIA,TIA,셀레스티아,Celestia,기타/신규·세부검토,463.0,2.66075388,127753427.27149777,38.346259030168426,-0.2753882703144411,없음,30.146044997516405,10.625787149896388,22.821884421126537,478.25,538.8,554.0166666666667,강한 하락,NONE,200
KRW-AERO,AERO,에어로드롬파이낸스,Aerodrome Finance,기타/신규·세부검토,591.0,1.0256410299999998,127714676.08591227,41.10811768571938,-0.3444265216170969,없음,10.009512247096776,19.78335656491553,20.847949014633187,605.5,688.6833333333333,656.45,약한 하락,NONE,200
KRW-VET,VET,비체인,VeChain,스마트컨트랙트 L1,6.63,0.1510574,121975279.03772527,42.829937062963054,-0.10208880618537805,없음,13.352865694031182,19.372378423457747,19.678720494418158,6.7219999999999995,7.025,8.45625,약한 하락,NONE,200
KRW-BLAST,BLAST,블라스트,Blast,기타/신규·세부검토,0.358,1.7045454500000001,121778491.33905673,40.922254772626246,-0.28594229712665936,없음,26.039773265969966,25.41108733128627,14.337710774375026,0.36495,0.4141833333333333,0.5494166666666668,강한 추세·혼조,NONE,200
KRW-AXL,AXL,엑셀라,Axelar,기타/신규·세부검토,52.5,1.15606936,118846296.8947368,36.736916160420314,-0.14414843187904736,없음,22.04960560199464,14.781219042148656,21.269675357079176,54.45,60.94833333333334,74.05916666666667,약한 하락,NONE,200
KRW-WAXP,WAXP,왁스,WAX,게임/메타버스/NFT,5.61,1.44665461,118812810.1925492,49.08579578613372,0.5576770408937183,강세 다이버전스,22.194937231068227,30.238511938246056,15.533829209051584,5.524,6.004499999999999,7.685083333333334,중립/횡보,NONE,200
KRW-NEO,NEO,네오,NEO,스마트컨트랙트 L1,2572.0,0.07782101,115891978.99964353,34.38092040079508,-0.4608487776361618,없음,17.84525064028606,20.343253050535065,21.354011681207776,2710.6,2938.733333333333,3531.875,약한 하락,NONE,200
KRW-GAME2,GAME2,게임빌드,GameBuild,기타/신규·세부검토,1.07,-0.9259259299999999,115356248.83719476,29.179914684603915,0.5903828492568394,강세 다이버전스,23.64641900595927,33.531570182294004,16.331950502105023,1.176,1.2828333333333333,1.6034166666666667,약한 하락,NONE,200
KRW-BREV,BREV,브레비스,Brevis,기타/신규·세부검토,100.0,-0.99009901,112578779.50172327,41.94923271446396,0.3640840834859375,강세 다이버전스,12.029381285702922,20.605286275762584,16.622158484049866,102.405,111.65166666666667,140.47583333333333,약한 하락,NONE,200
KRW-THETA,THETA,쎄타토큰,Theta Token,인프라/오라클/데이터,199.0,1.01522843,110827567.82909338,54.29057961707328,-0.2042304492105459,없음,17.75073931929278,28.20332213082881,20.025010218930273,189.0,207.61666666666667,251.4,중립/횡보,NONE,200
KRW-MORPHO,MORPHO,모포,Morpho,기타/신규·세부검토,2743.0,1.9323671500000001,110219481.37921125,41.365093907466786,,,,,,,,,중립/횡보,NONE,17
KRW-ORBS,ORBS,오브스,Orbs,기타/신규·세부검토,7.7,0.39113429,109995641.6482586,36.37082438657142,0.2947829848528856,강세 다이버전스,29.06888354109008,26.007975342788583,14.07686622139881,8.0145,8.6475,10.38125,강한 추세·혼조,NONE,200
KRW-ARDR,ARDR,아더,Ardor,기타/신규·세부검토,25.2,1.20481928,109847602.26191644,27.33231743376112,-0.0010354183147408581,없음,13.313309792135797,19.026392848312415,15.663272781918927,26.46,33.355,46.1525,약한 하락,NONE,200
KRW-MOCA,MOCA,모카네트워크,Moca Network,기타/신규·세부검토,10.8,0,106856109.30176945,35.29317960456298,-0.04868087142204358,없음,22.176087020441646,16.10586489920703,23.27016828051877,11.39,12.748333333333333,15.9025,약한 하락,NONE,200
KRW-SAFE,SAFE,세이프,Safe,기타/신규·세부검토,130.0,-0.76335878,103807477.06363663,50.7781899848078,0.15542901875787865,없음,34.595396775460486,29.986922969979094,11.717534294875115,125.65,134.08333333333334,168.225,강한 추세·혼조,NONE,200
KRW-ARK,ARK,아크,Ark,기타/신규·세부검토,133.0,0,102990506.76585346,32.9937442833522,0.02122062421592924,강세 다이버전스,15.203304539632155,21.007182886274354,18.22996823157739,138.8,156.68333333333334,198.85,약한 하락,NONE,200
KRW-BAT,BAT,베이직어텐션토큰,Basic Attention Token,결제/거래소/금융,93.8,-0.74074074,102563152.10795252,25.35489296479068,-0.0025429069984515174,없음,34.80485540870418,17.502244204150198,25.02641114850735,99.72,118.42333333333333,134.96166666666667,강한 하락,NONE,200
KRW-LSK,LSK,리스크,Lisk,기타/신규·세부검토,107.0,0,102016956.6292757,40.859846101109234,0.053115855614242875,강세 다이버전스,24.199002540997405,16.004229551103368,18.77970083358942,109.15,124.16666666666667,151.7,약한 하락,NONE,200
KRW-WAL,WAL,월러스,Walrus,기타/신규·세부검토,35.4,-0.28169014,101628771.99496585,30.65411352842753,-0.4697005017437165,없음,24.027950503540662,13.813645359056693,22.942459063193894,37.86,45.16,71.37416666666667,약한 하락,NONE,200
KRW-NEWT,NEWT,뉴턴프로토콜,Newton Protocol,기타/신규·세부검토,55.4,0.36231884,98805818.75919521,30.34985615205106,-0.02231228518067544,없음,24.41634515197412,13.466814282037406,22.58155555538936,59.165,68.69666666666667,88.2875,약한 하락,NONE,200
KRW-MANA,MANA,디센트럴랜드,Decentraland,게임/메타버스/NFT,93.8,-0.21276595999999998,93305707.7573531,38.07097635968812,-0.1179690256494722,없음,17.378333144310478,12.057454961258864,17.648615637102683,96.24,100.87833333333333,115.06166666666667,약한 하락,NONE,200
KRW-CPOOL,CPOOL,클리어풀,Clearpool,기타/신규·세부검토,25.5,0.79051383,93154482.00111967,34.7769233116166,0.21297166487324087,강세 다이버전스,17.45997671967856,16.047609966071683,21.67587746532775,26.744999999999997,29.628333333333334,36.1875,약한 하락,NONE,200
KRW-ORDER,ORDER,오덜리,Orderly,기타/신규·세부검토,40.8,0.74074074,93023338.02652293,39.64837776131451,0.27646063205513816,강세 다이버전스,8.91604383486481,19.90031719565269,19.601605953142382,42.595,49.644999999999996,64.01583333333333,약한 하락,NONE,200
KRW-QTUM,QTUM,퀀텀,Qtum,비트코인/PoW,933.0,-0.32051282,92882286.85509054,39.330509110942195,-0.05293986736705035,없음,12.764163688618696,20.387801261044416,17.90951693473356,949.65,1019.1833333333333,1163.425,약한 하락,NONE,200
KRW-TAIKO,TAIKO,타이코,Taiko,L2/확장성,102.0,0,91260134.19301376,40.32862601166631,0.47283080569507785,강세 다이버전스,21.792708895264678,24.58564263195655,16.20703762538532,104.76500000000001,121.265,142.7241666666667,약한 하락,NONE,200
KRW-SKY,SKY,스카이프로토콜,Sky Protocol,기타/신규·세부검토,75.0,0.13351135,90374100.21668142,29.70345702364702,-0.5016902867065934,없음,24.048616908669086,11.351461085202342,26.58869537586809,81.46000000000001,84.24666666666667,96.48416666666667,약한 하락,NONE,133
KRW-MLK,MLK,밀크,MiL.k,기타/신규·세부검토,44.7,-0.22321429,88691757.91991585,35.67137413287075,0.21431739376328982,강세 다이버전스,40.370578196107665,31.459687964941217,13.218422368632663,46.08,50.833333333333336,61.85333333333333,강한 추세·혼조,NONE,200
KRW-KNC,KNC,카이버네트워크,Kyber Network,기타/신규·세부검토,147.0,-0.67567568,86922381.96545489,36.97107414107231,-0.19536163416941957,없음,18.587086496116264,19.733679017697284,21.05691500406071,151.55,163.2,186.56666666666666,약한 하락,NONE,200
KRW-POLYX,POLYX,폴리매쉬,Polymesh,기타/신규·세부검토,45.2,0.22172949000000003,86918880.52891205,29.329748940189546,0.3280313525983406,강세 다이버전스,15.668249919957022,18.963763883021066,20.848566526132455,48.045,53.24166666666667,63.5575,약한 하락,NONE,200
KRW-RAY,RAY,레이디움,Raydium,DeFi/DEX,902.0,1.5765765800000002,86853619.7584276,47.33094127652466,-0.545027552873753,없음,12.08364911710636,21.3311791406253,20.609025787507502,890.4,950.6666666666666,1009.5333333333333,중립/횡보,NONE,200
KRW-JST,JST,저스트,JUST,기타/신규·세부검토,142.0,0,84499873.33870323,43.51107661705126,0.1428407857045052,강세 다이버전스,17.875923349716896,12.979550306571573,24.66820066455317,147.8,138.88333333333333,132.24833333333333,중립/횡보,NONE,200
KRW-API3,API3,에이피아이쓰리,API3,인프라/오라클/데이터,277.0,1.8382352899999999,82398215.04523154,37.60139817409704,-0.43307562820200407,없음,15.249473337220012,18.980646416197292,23.41372895408742,288.25,332.3,409.6,약한 하락,NONE,200
KRW-LINEA,LINEA,리네아,Linea,L2/확장성,3.18,1.27388535,82140546.93628702,39.52831461666127,-0.36346355205454384,없음,13.540986230881275,19.062007921334978,22.20662169629887,3.2945,3.5391666666666666,4.246166666666666,약한 하락,NONE,200
